Run_ID,Accuracy,Duration,LR,Flex,Lat_Str,Thresh,Kerr,Sys_E
676,83.54%,94.1s,0.00201,0.0660,0.4009,0.29,5.15,5.4
677,84.77%,95.2s,0.01972,0.2921,0.4925,0.37,0.18,39.6
678,83.60%,95.0s,0.00201,0.2831,0.2849,0.31,4.28,8.0
679,77.13%,90.8s,0.00270,0.0586,0.2927,0.43,1.43,40.0
680,81.35%,95.2s,0.00305,0.1413,0.4050,0.22,0.93,23.4
681,73.39%,101.7s,0.03896,0.1641,0.3464,0.21,0.17,36.1
682,81.69%,98.9s,0.00535,0.1574,0.1376,0.32,0.70,29.5
683,86.25%,101.0s,0.01950,0.1081,0.2618,0.42,0.22,20.4
684,80.02%,113.9s,0.01232,0.1811,0.4910,0.22,1.45,29.4
685,67.87%,96.3s,0.00127,0.1403,0.3947,0.36,0.13,45.6
686,83.93%,93.5s,0.00468,0.2050,0.2759,0.40,0.34,6.6
687,78.98%,96.9s,0.00847,0.2400,0.0851,0.20,0.66,39.9
688,79.51%,95.3s,0.00327,0.1628,0.0304,0.39,0.17,27.1
689,76.04%,91.8s,0.00207,0.0887,0.0595,0.37,0.29,44.4
690,79.41%,97.5s,0.00234,0.2657,0.4495,0.36,1.40,42.0
691,83.58%,93.0s,0.01292,0.1767,0.3502,0.31,5.53,11.2
692,80.83%,100.5s,0.00669,0.2908,0.1571,0.38,0.43,42.1
693,82.13%,111.7s,0.00127,0.2190,0.0344,0.34,0.21,10.7
694,81.84%,123.8s,0.00493,0.2383,0.4123,0.27,7.48,45.3
695,78.09%,93.3s,0.00472,0.1919,0.4527,0.47,9.46,43.1
696,81.43%,98.6s,0.00531,0.1466,0.2426,0.30,3.40,49.9
697,82.94%,91.2s,0.09973,0.0656,0.2267,0.36,4.78,34.5
698,80.71%,88.4s,0.00180,0.0548,0.3134,0.38,1.07,25.3
699,81.20%,99.4s,0.00145,0.1283,0.2409,0.21,5.12,19.8
700,78.41%,99.5s,0.04814,0.1713,0.3538,0.27,0.18,19.3
701,81.35%,93.6s,0.04319,0.0523,0.1003,0.30,2.03,48.8
702,83.64%,91.0s,0.00311,0.2576,0.2594,0.45,7.58,5.8
703,83.43%,96.1s,0.01672,0.1029,0.1531,0.30,2.83,14.7
704,85.11%,91.1s,0.01431,0.2026,0.1804,0.46,0.18,9.5
705,82.01%,99.9s,0.00552,0.2501,0.0831,0.25,8.87,33.2
706,78.79%,100.0s,0.03812,0.2464,0.4336,0.25,0.24,11.9
707,81.45%,98.2s,0.00531,0.2984,0.4943,0.31,5.74,9.1
708,85.96%,87.1s,0.09202,0.2612,0.3698,0.43,1.41,45.1
709,81.39%,105.6s,0.00333,0.2690,0.0906,0.22,1.36,11.2
710,85.03%,117.2s,0.04976,0.2242,0.2512,0.34,9.31,15.9
711,79.95%,99.3s,0.00159,0.2743,0.2732,0.28,0.21,21.7
712,79.24%,96.0s,0.01728,0.0753,0.3886,0.22,0.14,25.3
713,80.27%,97.4s,0.05343,0.2060,0.0088,0.30,0.73,21.6
714,75.32%,94.3s,0.00118,0.2707,0.3405,0.43,2.09,39.1
715,83.15%,96.3s,0.02869,0.1414,0.2121,0.30,0.63,7.2
716,86.80%,90.1s,0.05270,0.2776,0.3819,0.41,0.18,25.1
717,86.79%,86.1s,0.03420,0.0837,0.0896,0.48,0.46,23.6
718,72.91%,98.2s,0.03360,0.2707,0.4428,0.20,0.27,31.4
719,68.75%,94.2s,0.00125,0.2480,0.0754,0.47,2.73,48.1
720,85.80%,89.2s,0.06032,0.1891,0.2438,0.38,4.49,31.0
721,82.20%,97.5s,0.02318,0.2446,0.1209,0.27,0.19,17.4
722,82.51%,88.1s,0.00974,0.1559,0.1562,0.48,3.48,9.9
723,78.23%,93.5s,0.00416,0.1703,0.2304,0.41,0.24,41.6
724,83.19%,92.0s,0.00356,0.0954,0.2717,0.37,9.38,23.2
725,86.33%,87.1s,0.02665,0.0642,0.1604,0.42,0.73,45.6
726,84.25%,90.6s,0.01785,0.1959,0.1106,0.45,0.59,46.8
727,86.40%,87.7s,0.01724,0.2499,0.0008,0.43,1.33,21.7
728,84.61%,91.5s,0.00292,0.2367,0.3403,0.41,5.78,15.3
729,86.46%,92.2s,0.02336,0.1937,0.3765,0.38,4.05,17.9
730,73.87%,99.8s,0.06841,0.1844,0.2152,0.25,3.22,32.2
731,81.60%,90.9s,0.00119,0.2979,0.1497,0.46,7.65,19.8
732,77.01%,99.4s,0.00129,0.1901,0.4217,0.23,0.75,39.9
733,80.07%,97.1s,0.00250,0.1076,0.0402,0.24,1.75,42.8
734,80.28%,99.2s,0.00349,0.2841,0.2422,0.21,1.65,29.8
735,79.85%,91.2s,0.00748,0.0944,0.1288,0.43,0.12,25.4
736,84.87%,91.1s,0.03511,0.0719,0.4612,0.33,5.99,12.3
737,80.41%,92.3s,0.00123,0.1763,0.1518,0.44,1.94,22.9
738,77.23%,98.0s,0.09377,0.2571,0.3902,0.30,6.84,16.6
739,86.03%,89.3s,0.02970,0.1802,0.4249,0.46,0.21,39.8
740,81.36%,91.9s,0.00693,0.0500,0.2464,0.31,0.21,42.2
741,83.80%,90.6s,0.09502,0.1122,0.1352,0.37,4.31,37.3
742,82.41%,97.0s,0.00204,0.2111,0.2151,0.30,0.66,17.8
743,82.14%,94.4s,0.07538,0.1519,0.3871,0.34,6.12,45.8
744,77.36%,99.5s,0.00160,0.2485,0.1305,0.25,0.58,44.2
745,76.61%,92.3s,0.00317,0.2853,0.4209,0.48,6.31,43.2
746,80.43%,95.5s,0.00459,0.2734,0.2430,0.37,0.25,40.2
747,82.61%,95.5s,0.00572,0.2643,0.2196,0.34,2.83,24.6
748,83.86%,96.5s,0.00768,0.2419,0.0335,0.32,0.23,19.0
749,78.97%,99.4s,0.00185,0.2657,0.1744,0.23,0.95,33.3
750,86.75%,85.9s,0.09535,0.0638,0.0117,0.42,0.53,6.3
751,84.41%,92.0s,0.00898,0.2848,0.1357,0.40,0.89,12.5
752,88.95%,84.4s,0.07201,0.0897,0.1621,0.49,0.19,16.9
753,83.51%,95.5s,0.05140,0.2397,0.2352,0.33,5.31,26.1
754,81.62%,97.9s,0.02420,0.2208,0.3976,0.28,1.31,29.0
755,76.16%,95.7s,0.00115,0.0597,0.4576,0.23,1.99,41.2
756,81.22%,92.1s,0.00678,0.2163,0.4638,0.45,1.39,37.6
757,84.96%,99.1s,0.00888,0.2149,0.1594,0.31,0.77,24.7
758,79.74%,99.7s,0.00150,0.1977,0.4589,0.28,1.31,38.1
759,79.53%,92.8s,0.00334,0.2033,0.1394,0.47,2.05,34.0
760,82.38%,97.2s,0.00258,0.1452,0.2570,0.34,0.64,27.6
761,82.82%,92.9s,0.06066,0.0602,0.3052,0.32,0.75,32.5
762,87.34%,109.5s,0.08774,0.1845,0.2642,0.46,7.78,29.1
763,86.72%,87.7s,0.03836,0.1579,0.1130,0.48,0.22,48.4
764,84.16%,89.9s,0.01223,0.2812,0.4731,0.44,0.22,18.2
765,87.87%,86.7s,0.04413,0.1543,0.2863,0.42,0.12,27.4
766,81.00%,97.5s,0.00346,0.2345,0.2105,0.29,1.10,48.1
767,83.08%,94.3s,0.00143,0.2785,0.4728,0.35,5.47,20.0
768,77.99%,97.4s,0.04135,0.1174,0.2908,0.24,0.46,11.6
769,77.74%,97.1s,0.00116,0.1104,0.2482,0.30,0.82,35.9
770,83.39%,97.1s,0.00245,0.1777,0.0777,0.28,1.91,14.6
771,86.47%,89.1s,0.03489,0.1684,0.1895,0.45,7.79,42.6
772,86.47%,91.8s,0.02438,0.2713,0.0156,0.41,3.11,26.9
773,77.91%,89.5s,0.00301,0.2198,0.2053,0.46,1.40,40.8
774,86.37%,93.1s,0.03081,0.1988,0.1369,0.38,1.02,11.7
775,75.63%,93.6s,0.00122,0.0888,0.2059,0.42,0.66,29.3
776,86.16%,87.9s,0.07354,0.1291,0.3339,0.41,0.99,28.5
777,86.96%,89.1s,0.09699,0.1735,0.4380,0.44,0.95,31.8
778,81.24%,94.2s,0.00618,0.1930,0.4606,0.31,0.42,49.1
779,82.44%,94.4s,0.00560,0.2578,0.0374,0.38,1.14,31.7
780,85.22%,91.4s,0.01695,0.2357,0.4135,0.35,0.47,26.0
781,88.42%,86.8s,0.08228,0.2896,0.1309,0.48,0.11,7.2
782,81.78%,93.6s,0.00234,0.1566,0.3643,0.31,0.89,34.5
783,71.34%,94.5s,0.00131,0.2696,0.3001,0.44,0.35,44.1
784,73.71%,97.7s,0.04490,0.2057,0.4165,0.22,2.55,6.4
785,81.92%,96.3s,0.00732,0.1052,0.1854,0.30,0.32,49.3
786,82.41%,93.7s,0.00301,0.2097,0.0180,0.31,0.23,23.1
787,79.93%,99.6s,0.00151,0.2343,0.2125,0.23,0.31,22.9
788,78.27%,95.9s,0.00190,0.1637,0.1511,0.37,5.59,41.3
789,75.22%,97.7s,0.04926,0.1956,0.3862,0.24,9.35,32.8
790,81.89%,88.7s,0.00649,0.2170,0.2055,0.50,0.81,13.7
791,82.45%,95.7s,0.00154,0.2097,0.0879,0.27,0.93,14.0
792,84.28%,99.0s,0.00266,0.1653,0.4424,0.41,5.96,17.2
793,73.06%,88.0s,0.00332,0.0513,0.3471,0.45,0.31,46.7
794,87.96%,87.6s,0.04135,0.2612,0.2333,0.49,0.41,19.0
795,77.85%,87.6s,0.00807,0.1007,0.4501,0.48,0.25,43.6
796,70.75%,100.8s,0.08007,0.1739,0.3425,0.24,0.58,32.6
797,82.04%,95.8s,0.01064,0.2171,0.2767,0.26,0.21,45.7
798,82.35%,95.6s,0.01062,0.0857,0.2056,0.26,0.16,32.6
799,82.59%,90.0s,0.02819,0.0621,0.3304,0.28,1.06,32.1
800,80.40%,90.4s,0.00212,0.2793,0.0172,0.49,2.03,24.0
801,80.78%,91.6s,0.08608,0.0543,0.1561,0.32,0.26,16.6
802,88.28%,85.9s,0.08207,0.1042,0.3379,0.49,0.73,47.2
803,81.84%,94.3s,0.00215,0.2295,0.4096,0.38,3.58,26.5
804,85.11%,107.6s,0.03533,0.1821,0.1472,0.35,0.17,39.8
805,82.08%,97.2s,0.00719,0.1086,0.4054,0.24,5.87,6.6
806,86.88%,86.5s,0.04984,0.0744,0.2785,0.44,0.48,32.2
807,80.69%,97.1s,0.00455,0.2314,0.3831,0.26,0.18,42.6
808,81.86%,96.1s,0.05984,0.1675,0.0778,0.31,2.35,47.5
809,77.76%,98.4s,0.08759,0.1748,0.3466,0.30,0.12,41.0
810,82.10%,94.4s,0.07680,0.1022,0.0600,0.32,0.18,46.8
811,85.55%,92.8s,0.05359,0.1822,0.4590,0.37,0.52,20.6
812,67.97%,98.4s,0.09405,0.0787,0.3779,0.24,3.35,33.3
813,76.32%,99.7s,0.00105,0.2841,0.4238,0.29,0.22,39.4
814,73.73%,95.4s,0.00146,0.1525,0.1080,0.42,0.16,25.9
815,83.40%,102.4s,0.00335,0.2514,0.1431,0.33,5.72,20.6
816,84.47%,92.4s,0.00979,0.0529,0.2710,0.29,0.82,16.0
817,78.14%,93.3s,0.00272,0.2985,0.4649,0.44,1.42,42.0
818,81.25%,92.8s,0.00384,0.1392,0.0964,0.40,0.44,23.7
819,82.85%,93.4s,0.00257,0.1278,0.2829,0.37,1.97,22.9
820,76.19%,99.4s,0.00169,0.1523,0.1915,0.27,0.15,47.0
821,77.80%,91.5s,0.00349,0.2734,0.2285,0.48,0.39,33.4
822,84.39%,94.8s,0.03555,0.2868,0.4855,0.33,0.49,10.9
823,82.83%,96.2s,0.03527,0.1476,0.0432,0.30,0.65,46.6
824,82.34%,95.4s,0.04384,0.1136,0.4937,0.30,6.93,36.0
825,81.00%,98.1s,0.00112,0.1350,0.4791,0.24,1.07,12.9
826,79.09%,95.5s,0.00300,0.2638,0.1711,0.38,0.45,36.0
827,65.70%,93.1s,0.00218,0.1269,0.4701,0.50,0.22,37.7
828,84.80%,90.8s,0.00804,0.1216,0.4880,0.41,0.51,11.3
829,86.61%,89.9s,0.02114,0.2136,0.2014,0.45,3.40,9.4
830,75.59%,99.1s,0.00155,0.1125,0.0527,0.24,0.25,48.4
831,87.00%,87.6s,0.08157,0.1575,0.1494,0.44,7.40,43.6
832,79.17%,99.3s,0.01337,0.2697,0.4172,0.23,0.21,44.5
833,80.35%,95.3s,0.01570,0.1850,0.0664,0.22,3.81,22.9
834,64.02%,90.1s,0.00109,0.0539,0.3240,0.50,0.68,34.8
835,85.19%,90.2s,0.06492,0.2879,0.3729,0.37,4.03,21.1
836,77.26%,99.1s,0.00119,0.0631,0.4690,0.26,0.35,38.5
837,74.45%,91.9s,0.00330,0.1511,0.4643,0.49,3.26,46.6
838,83.07%,96.4s,0.01724,0.1710,0.1679,0.30,0.14,28.3
839,80.96%,92.7s,0.00254,0.2682,0.1620,0.43,1.65,26.0
840,72.51%,100.8s,0.04276,0.2157,0.1908,0.22,3.45,29.1
841,85.43%,91.9s,0.01856,0.1008,0.4573,0.38,3.17,41.6
842,81.60%,92.8s,0.00386,0.0876,0.4651,0.36,5.74,26.9
843,81.89%,94.1s,0.01459,0.1556,0.1471,0.25,1.16,44.1
844,82.49%,89.3s,0.00443,0.1711,0.0079,0.46,1.25,11.2
845,81.29%,95.4s,0.00360,0.2568,0.3765,0.24,1.85,39.9
846,76.76%,92.0s,0.00362,0.2572,0.1368,0.48,7.35,41.4
847,79.88%,87.9s,0.00601,0.2955,0.1804,0.47,8.84,37.8
848,83.71%,91.0s,0.00292,0.1528,0.4076,0.41,0.52,5.3
849,85.10%,91.4s,0.02032,0.2319,0.4891,0.35,9.21,17.6
850,80.84%,97.1s,0.00301,0.1958,0.3403,0.30,6.72,41.1
851,87.88%,87.6s,0.04772,0.1941,0.3793,0.47,0.61,21.7
852,83.37%,90.4s,0.00434,0.2443,0.0513,0.44,2.12,16.6
853,84.72%,93.4s,0.01989,0.1259,0.3176,0.34,0.39,15.3
854,85.34%,93.6s,0.01784,0.2429,0.0728,0.35,0.63,9.6
855,80.64%,93.7s,0.00542,0.1331,0.4339,0.27,2.44,47.2
856,83.83%,96.0s,0.01492,0.2077,0.2092,0.30,0.28,26.0
857,81.29%,93.4s,0.00906,0.1212,0.4857,0.23,0.44,48.6
858,84.96%,93.5s,0.02040,0.1606,0.4258,0.36,0.12,34.8
859,84.05%,88.9s,0.01463,0.2349,0.0421,0.42,1.32,30.3
860,75.29%,99.1s,0.03656,0.1659,0.0223,0.22,0.33,14.1
861,87.37%,82.9s,0.03903,0.0699,0.3700,0.48,0.30,15.9
862,80.06%,93.7s,0.00478,0.0517,0.2646,0.25,0.30,30.1
863,81.85%,93.8s,0.09619,0.1935,0.0877,0.35,7.12,41.3
864,83.27%,94.0s,0.00320,0.1903,0.2729,0.25,3.80,22.6
865,83.29%,89.5s,0.00586,0.1900,0.1061,0.45,2.83,9.4
866,77.44%,90.8s,0.03147,0.0594,0.3207,0.24,1.38,36.4
867,84.34%,99.5s,0.01506,0.2483,0.4605,0.43,0.62,20.5
868,63.65%,88.2s,0.00205,0.0608,0.1901,0.48,0.21,43.3
869,86.86%,89.7s,0.06239,0.1099,0.1855,0.42,0.17,25.2
870,87.56%,85.3s,0.03105,0.1557,0.1744,0.49,5.12,26.4
871,83.15%,91.2s,0.00405,0.0774,0.3373,0.38,2.79,25.9
872,81.42%,91.7s,0.00311,0.2954,0.3071,0.39,1.67,33.5
873,80.88%,98.9s,0.00224,0.2291,0.3627,0.26,0.62,34.2
874,83.77%,96.2s,0.00967,0.1706,0.0879,0.32,2.68,42.2
875,84.60%,89.7s,0.00787,0.1193,0.1199,0.44,0.99,8.6
876,79.12%,91.6s,0.00205,0.1833,0.1146,0.48,3.24,26.7
877,79.20%,96.9s,0.00107,0.2252,0.2632,0.35,0.57,30.8
878,86.91%,88.8s,0.02773,0.1517,0.3477,0.39,0.40,21.3
879,87.66%,87.9s,0.05507,0.2967,0.4521,0.48,0.58,44.0
880,77.60%,98.0s,0.07773,0.1314,0.2909,0.29,0.59,11.7
881,88.14%,86.8s,0.07876,0.2871,0.0485,0.50,2.37,32.0
882,82.26%,91.0s,0.00833,0.1447,0.2471,0.46,2.40,33.1
883,79.87%,90.9s,0.00573,0.2586,0.0296,0.46,4.53,39.3
884,87.06%,88.7s,0.08000,0.1451,0.2570,0.45,8.29,28.0
885,81.77%,99.5s,0.00294,0.2558,0.2536,0.25,0.60,8.2
886,78.15%,93.9s,0.00487,0.2481,0.3228,0.43,0.17,44.2
887,84.54%,92.3s,0.05629,0.2120,0.3042,0.36,0.30,5.2
888,76.64%,100.4s,0.04170,0.1966,0.4765,0.24,6.43,13.0
889,82.28%,94.2s,0.00722,0.2190,0.2917,0.40,3.54,48.6
890,83.82%,93.9s,0.00354,0.2032,0.4587,0.29,0.11,5.0
891,81.24%,97.6s,0.00384,0.1063,0.0699,0.23,1.26,18.7
892,80.29%,93.7s,0.00165,0.1176,0.0930,0.28,5.01,31.2
893,80.27%,97.8s,0.05415,0.1776,0.3541,0.29,0.19,32.9
894,73.48%,90.8s,0.00215,0.0882,0.2991,0.49,0.77,30.5
895,77.61%,95.1s,0.00170,0.2731,0.3880,0.41,0.27,28.5
896,76.73%,99.0s,0.08878,0.2475,0.3756,0.29,0.61,5.1
897,81.57%,92.0s,0.00251,0.1020,0.4949,0.42,7.51,27.4
898,83.49%,95.9s,0.00523,0.0865,0.3068,0.26,1.90,33.5
899,80.73%,95.0s,0.00387,0.0538,0.2490,0.22,5.39,34.0
900,76.12%,93.2s,0.00581,0.2877,0.0255,0.46,0.13,43.7
901,80.20%,98.6s,0.05048,0.2287,0.2955,0.29,0.96,46.2
902,84.50%,90.5s,0.00774,0.0627,0.4442,0.36,5.48,6.2
903,82.75%,97.8s,0.01951,0.2119,0.3006,0.28,0.70,44.5
904,83.50%,89.8s,0.08252,0.0569,0.4291,0.36,0.18,9.1
905,70.03%,92.6s,0.00396,0.0999,0.1170,0.45,0.11,47.6
906,78.63%,97.8s,0.02327,0.1063,0.3992,0.22,8.18,47.8
907,81.02%,90.0s,0.00397,0.2108,0.3925,0.50,6.44,22.2
908,83.69%,90.9s,0.01598,0.1546,0.3191,0.45,0.12,23.3
909,80.70%,95.1s,0.00293,0.0999,0.2163,0.35,1.24,42.3
910,80.47%,100.2s,0.00191,0.1312,0.2638,0.38,8.82,34.0
911,66.99%,102.4s,0.06016,0.2180,0.1820,0.20,0.32,31.0
912,75.22%,100.6s,0.03903,0.2675,0.2457,0.23,2.38,47.0
913,82.77%,98.7s,0.00551,0.2392,0.1282,0.25,7.53,15.3
914,81.85%,94.2s,0.00621,0.1577,0.1606,0.38,2.20,34.0
915,82.01%,97.1s,0.00461,0.1767,0.2787,0.31,1.63,31.9
916,85.06%,93.0s,0.06826,0.2264,0.0756,0.37,0.19,36.3
917,79.24%,95.8s,0.00219,0.1681,0.4867,0.37,0.37,36.6
918,87.67%,88.9s,0.03658,0.1950,0.0638,0.45,3.45,20.6
919,82.80%,97.8s,0.00318,0.1999,0.0478,0.43,2.07,21.4
920,76.70%,101.6s,0.00208,0.1529,0.2929,0.26,0.11,49.0
921,81.16%,96.3s,0.00335,0.1495,0.2005,0.33,8.56,40.3
922,76.85%,92.9s,0.00359,0.2292,0.3749,0.46,0.31,37.9
923,81.30%,98.3s,0.01382,0.1508,0.0560,0.24,6.84,14.8
924,84.40%,96.1s,0.00917,0.1359,0.3471,0.30,4.04,25.4
925,78.45%,117.3s,0.03054,0.2151,0.2566,0.25,5.83,37.4
926,70.23%,132.1s,0.05490,0.2962,0.4702,0.22,0.27,31.7
927,73.57%,98.9s,0.04179,0.1197,0.1125,0.22,0.25,48.0
928,80.67%,101.9s,0.00100,0.2298,0.0675,0.33,3.93,26.1
929,74.42%,97.3s,0.09714,0.0929,0.1147,0.28,0.21,24.1
930,85.73%,92.1s,0.02240,0.1154,0.4071,0.38,0.42,48.7
931,81.72%,94.8s,0.00791,0.2755,0.0829,0.37,0.11,37.9
932,83.75%,85.2s,0.00206,0.0899,0.3500,0.47,0.24,7.8
933,78.56%,107.9s,0.02820,0.2996,0.4803,0.24,1.48,29.6
934,77.59%,96.8s,0.00334,0.1072,0.1386,0.34,0.14,44.3
935,88.46%,87.4s,0.09277,0.2730,0.0054,0.48,8.83,31.8
936,62.29%,103.1s,0.09251,0.2925,0.1249,0.21,3.91,14.5
937,84.46%,92.7s,0.01354,0.1898,0.2765,0.41,0.17,15.9
938,82.18%,113.3s,0.00895,0.1281,0.3391,0.29,6.23,28.0
939,86.75%,119.7s,0.08544,0.0724,0.2148,0.43,2.32,15.7
940,82.07%,128.8s,0.00404,0.2765,0.3844,0.41,0.95,22.2
941,81.82%,134.6s,0.00231,0.1559,0.2290,0.34,0.94,29.6
942,73.63%,142.1s,0.06666,0.2402,0.3188,0.25,0.22,46.9
943,80.01%,128.7s,0.00339,0.2320,0.0516,0.44,1.15,36.3
944,81.94%,141.1s,0.00286,0.2575,0.4913,0.23,0.14,12.2
945,77.84%,140.9s,0.03053,0.1892,0.1815,0.23,0.60,7.0
946,80.58%,140.5s,0.00444,0.2060,0.2511,0.24,0.43,10.2
947,86.28%,126.4s,0.08027,0.1773,0.4133,0.40,0.16,9.2
948,83.64%,129.4s,0.06011,0.0740,0.0378,0.34,0.11,16.1
949,80.56%,126.8s,0.00422,0.2003,0.3786,0.44,0.32,18.8
950,80.04%,127.6s,0.00123,0.2051,0.3037,0.46,0.13,14.9
951,78.89%,138.8s,0.02490,0.1077,0.3724,0.23,9.23,28.9
952,85.36%,106.1s,0.08455,0.1539,0.2697,0.39,0.13,22.8
953,86.12%,89.9s,0.09327,0.1367,0.4859,0.41,7.33,22.2
954,80.93%,97.1s,0.04766,0.1728,0.0502,0.29,6.11,5.2
955,80.10%,95.5s,0.01176,0.0679,0.1679,0.22,3.65,26.4
956,85.17%,87.5s,0.01557,0.2139,0.4608,0.49,2.42,16.1
957,83.04%,95.6s,0.02812,0.1513,0.3005,0.29,1.18,18.2
958,83.36%,95.1s,0.00136,0.2874,0.4214,0.37,1.68,13.5
959,83.15%,97.6s,0.00561,0.2412,0.4610,0.30,3.44,23.1
960,86.99%,88.8s,0.03909,0.1516,0.2538,0.45,0.46,8.5
961,86.02%,90.4s,0.01958,0.2865,0.0411,0.44,9.22,11.0
962,78.38%,99.7s,0.00138,0.2463,0.3214,0.24,2.21,34.1
963,79.51%,91.5s,0.00756,0.2241,0.4299,0.46,0.52,48.6
964,83.04%,87.7s,0.01522,0.0698,0.3656,0.44,0.31,44.3
965,80.51%,85.2s,0.00441,0.0539,0.2111,0.50,0.37,10.9
966,85.94%,92.2s,0.03676,0.2578,0.3469,0.38,0.25,20.9
967,82.06%,96.9s,0.02229,0.2624,0.1309,0.28,4.50,7.7
968,83.10%,91.3s,0.00916,0.0669,0.1174,0.35,0.42,49.8
969,87.04%,88.9s,0.08532,0.2900,0.3630,0.44,5.83,9.7
970,85.91%,89.4s,0.02492,0.1962,0.1288,0.45,0.16,47.1
971,76.82%,92.1s,0.00191,0.1748,0.3657,0.45,0.14,20.1
972,82.38%,89.8s,0.00614,0.1215,0.0456,0.44,0.18,13.7
973,84.14%,94.5s,0.00244,0.2005,0.4617,0.35,1.27,11.0
974,81.00%,90.8s,0.01006,0.2326,0.4827,0.47,0.11,27.0
975,82.47%,97.2s,0.00327,0.1302,0.3550,0.25,0.38,6.6
976,85.99%,91.7s,0.03804,0.1868,0.4820,0.39,0.33,16.1
977,79.08%,94.1s,0.00609,0.1487,0.4416,0.42,0.12,30.3
978,81.89%,90.4s,0.01958,0.0659,0.2184,0.25,0.14,39.1
979,80.20%,99.1s,0.00142,0.2922,0.2334,0.27,1.55,26.2
980,79.68%,93.7s,0.08045,0.2546,0.0907,0.31,0.31,18.9
981,79.96%,94.4s,0.00280,0.1724,0.4082,0.39,0.88,35.4
982,87.18%,87.2s,0.03434,0.2702,0.3751,0.45,5.39,19.2
983,83.86%,89.7s,0.00984,0.1265,0.0874,0.45,0.11,11.2
984,84.46%,92.9s,0.00910,0.1749,0.4051,0.31,3.13,17.7
985,82.19%,98.1s,0.00387,0.2885,0.0209,0.30,4.13,42.5
986,86.06%,104.0s,0.01899,0.2086,0.3530,0.44,0.57,26.5
987,70.66%,97.1s,0.00125,0.1860,0.3205,0.49,1.78,40.2
988,84.45%,97.3s,0.00138,0.1116,0.4496,0.36,4.05,12.4
989,79.34%,138.3s,0.00226,0.2428,0.3327,0.32,1.68,41.5
990,81.57%,140.4s,0.00239,0.2404,0.0779,0.26,0.53,28.7
991,87.38%,103.5s,0.03947,0.2610,0.2000,0.47,0.27,20.9
992,82.26%,98.3s,0.00196,0.2031,0.4742,0.29,8.81,24.9
993,82.31%,99.2s,0.00390,0.2465,0.1863,0.25,9.76,11.6
994,85.47%,93.6s,0.02404,0.1595,0.3410,0.38,1.50,46.5
995,83.95%,93.8s,0.04968,0.0925,0.4547,0.33,5.74,47.2
996,87.15%,88.8s,0.03202,0.2265,0.3380,0.48,2.45,12.2
997,71.46%,96.2s,0.00134,0.0531,0.1087,0.29,0.11,40.0
998,85.20%,90.8s,0.01891,0.0766,0.4264,0.38,1.15,27.1
999,79.45%,93.8s,0.00558,0.1991,0.3174,0.43,2.80,45.9
1000,84.90%,89.8s,0.00227,0.2513,0.3033,0.48,5.69,6.6
1001,85.13%,90.7s,0.02500,0.1250,0.2000,0.35,0.50,10.0
1002,79.70%,97.4s,0.02162,0.2985,0.2423,0.24,0.86,6.7
1003,86.03%,89.9s,0.06090,0.1155,0.4413,0.39,0.14,6.6
1004,86.35%,86.8s,0.02873,0.2942,0.1702,0.43,8.28,30.3
1005,74.05%,93.3s,0.00152,0.2946,0.3728,0.46,8.44,42.2
1006,80.35%,95.1s,0.00220,0.1459,0.0920,0.37,0.14,18.3
1007,82.29%,91.2s,0.00152,0.0570,0.3374,0.27,1.36,20.7
1008,84.60%,92.4s,0.02119,0.0679,0.2146,0.33,1.29,34.3
1009,82.91%,92.2s,0.00588,0.1453,0.4081,0.39,3.68,8.6
1010,79.80%,94.5s,0.00136,0.1017,0.4710,0.27,4.15,25.5
1011,88.40%,85.9s,0.09177,0.2983,0.2128,0.49,0.20,7.9
1012,86.41%,91.0s,0.04177,0.1729,0.0085,0.39,0.75,48.4
1013,81.82%,90.1s,0.00276,0.2592,0.0195,0.47,0.79,18.0
1014,59.85%,94.9s,0.00132,0.1464,0.0812,0.48,0.22,45.3